name|description|website|founded_year|stage|sector|business_model|headquarters|employee_count|status|total_funding|last_funding_date|exit_date|exit_value
Startex AI|"""Startex is a smart marketplace powered by AI that automates M&A operations for SMEs, micro-enterprises and Startups, making the process more efficient, fast, and accessible. Startex supports parties throughout the entire buying and selling process, facilitating all the activities from matchmaking to the finalization of deals. By leveraging artificial intelligence (AI), Startex offers a dynamic and automated marketplace that overcomes traditional barriers, facilitating access for every typology of users to essential resources and fostering synergy among entrepreneurs, investors, and professionals. We streamline the Micro M&A process by continuously acquiring and analyzing the needs of buyers and sellers, reducing costs, and increasing efficiency. Through our advanced AI Matching Algorithm, we enable seamless identification of potential buyers, making transactions faster and more precise. By focusing on Micro M&A segments, we accelerate scalability and ensure the long-term continuity of SMEs and startups. In addition to the core business represented by Micro M&A, the platform provides users with two other ancillary sections, such as the professionals section and services section. In the former, business-related professionals can offer their services to SMEs and startups on the platform. In the second section, on the other hand, businesses can take advantage of services such as automated evaluation of their business, banking, credit and fintech services, bulletin board dedicated to asset sales and talent recruitment."""|https://www.startex.ai/site|2024||AI||Milan, Italy|1-10|active||||
Stema|Stema è il career co-pilot di migliaia di ingegneri italiani. Siamo la piattaforma di recruitment partner delle migliori aziende Italiane e e internazionali.|https://www.home.stema.io/|2022|Seed|Community, HR, AI, B2B||Milan, Italy|11-50|active||||
StepsConnect|StepsConnect’s AI-driven HR suite is designed to streamline hiring workflows, reduce sourcing costs, and elevate talent engagement whether you’re a staffing agency or a direct employer.|https://stepsconnect.com/|2022|Seed|AI, HR||Milan, Italy|11-50|active||||
Stip AI|Stip AI è una piattaforma di AI che automatizza e ottimizza la gestione delle richieste clienti su tutti i canali di contatto, testuali e vocali. Non è un chatbot, ma una suite di AI che lavora su tutto il processo di assistenza e in sinergia con gli operatori per migliorare l’efficienza e la qualità del supporto clienti.|https://stip.ai/|2017||AI, Software||Rome, Italy|11-50|active||||
StrategyX|StrategyX è un software cloud basato sull'intelligenza artificiale (AI) che rivoluziona il processo di creazione dei business plan. L'obiettivo è facilitare l'accesso ai finanziamenti per imprenditori, startup e piccole e medie imprese (PMI), offrendo uno strumento automatizzato, intuitivo e conforme alle normative europee, in particolare alle direttive dell'European Banking Authority (EBA).|https://app.mystrategyx.com/|2024|Bootstrapped|Software, AI||Bari, Italy|1-10|active|0.0|||
StudyBuddy|StudyBuddy offre strumenti e funzionalità basate sulle evidenze scientifiche per rendere più efficace il tuo studio.|https://studybuddy.it/|2023|Bootstrapped|EdTech||Brescia, Italy|1-10|active||||
Subbyx|What’s Subbyx?|https://www.subbyx.com/|2023||Sustainability, Founded by Women, Retail, SaaS||Milan, Italy|51-200|active||||
SUNSPEKER|SUNSPEKER creates a fully recyclable graphic cover able to camouflage any solar panel (rigid or flexible), making it aesthetically compatible with the environment or capable of conveying an advertising message, while maintaining a very high efficiency of solar panel energy production (over 80%).|https://www.sunspeker.com/|2019||Sustainability, GreenTech||Turin, Italy|1-10|active||||
SWITCH|SWITCH is the company behind Urbiverse and Urban Copilot: AI-powered simulation platforms for urban fleets, optimising planning, fleet distribution and ops management in mobility and logistics.|https://www.getswitch.io/|2022||Mobility, Software||Rome, Italy|1-10|active||||
Switcho|Switcho è il servizio gratuito che ti permette di risparmiare sulle tue spese, in particolare sulle bollette luce e gas, internet casa, telefonia mobile e sull’assicurazione auto.|https://www.switcho.it/|2019|Series A|B2C||Milan, Italy|11-50|active||||
SynDiag|Healthcare where and when it is needed. SynDiag develops solutions for gynecological ultrasound scan interpretation and helps medical doctors to focus where it matters to take accurate clinical decisions, fast and in any condition. SynDiag solutions are based on custom Artificial Intelligence algorithms, today mainly focused on ovarian cancer diagnosis. They can be adopted with any ultrasound scan machine, both in clinics and with portable devices.|https://www.syndiag.ai/|2017||AI, Founded by Women, HealthTech||Turin, Italy|1-10|active||||
Tailoor|We are Tailoor, the first AI-powered 3D phygital platform that allows to offer a unique personalized experience by enabling the customization of products. It guarantees an innovative in-store shopping experience, thanks to an innovative 3D digital configurator that will take customers on a journey between online and offline.|https://tailoor.com/|2022||AI||Milan, Italy|11-50|active||||
Takyon|We were tired of suffering the limitations present today when it comes to booking.|https://takyon.io/|2022||Travel, Marketplace, Blockchain||Milan, Italy|11-50|active||||
Talentware|Talentware is an innovative platform designed to revolutionize the way companies manage their talent.|https://talentware.ai/|2023||B2C, EdTech, HR||Milan, Italy|11-50|active||||
T-Carica|Lavoriamo per realizzare oggi le infrastrutture della mobilità di domani. Ogni giorno ci impegniamo a sviluppare soluzioni di ricarica che non solo soddisfino le esigenze dei nostri clienti, ma che creino anche valore per le comunità locali, per le persone e per i nostri partner. Con T-Carica, trasformiamo ogni viaggio in un’opportunità per avvicinarci a un futuro più verde e interconnesso.|https://www.tcarica.com/|2023||GreenTech||Milan, Italy|1-10|active||||
TechCompenso|La più grande community italiana sulla trasparenza salariale ed il primo sito in Italia a pubblicare in chiaro gli stipendi delle aziende italiane. Analizza il tuo stipendio con il nostro comparatore e lascia una recensione sulla tua azienda per aiutare chi come te è in cerca di informazioni.|https://www.techcompenso.com/|2023||Community, HR||Rome, Italy|1-10|active||||
Tech&Sym|Our best technologies mixed with your emotions|https://techandsym.com/|2020||Software||Milan, Italy|1-10|active||||
TECH  SYM S.R.L.|Tech & Sym è una scale‑up italiana del gruppo AK, fondata in collaborazione con Dallara, che progetta e costruisce simulatori di guida per utilizzo professionale, lusso, esports e intrattenimento. La società integra componenti meccanici di precisione (derivate dall’ambito racing e automotive), hardware PC custom in partnership con AK Informatica e software proprietario per riprodurre fedelmente percezioni reali di guida. La tecnologia include firmware dedicato, tool e applicazioni per offrire movimenti realistici, feedback sensoriale e ambienti immersivi, testati anche su fattori psicofisici degli utilizzatori ().|https://techandsym.com/|2021||VR, Gaming, Entertainment, Software||Milan, Italy|1-10|active||||
Terrapreta|We promote natural solutions to protect, sustain and restore ecosystems of post-industrial areas with the communities.|https://terrapreta.it/|2022||Sustainability||Milan, Italy|1-10|active||||
TextYess|TextYess helps eCommerce businesses open a new sales channel: WhatsApp. We do this with 2 interconnected functionalities: an AI WhatsApp Assistant that replies to any customer query and converts 1/5 conversations into a sale, and a WhatsApp Marketing machine that sends automations and newsletters with average ROAS 12x. Just try it.|https://www.textyess.com/|2023|Pre-Seed|Software, AI||Milan, Italy|1-10|active||||
This Unique|This,Unique is an Italian startup that offers compostable pads and tampons on subscription box, to receive comfortably at home, without taboos. THIS doesn’t leave anyone behind, neither the environment, thanks to the entire biodegradable line, nor women in economic difficulty, who will be allocated a percentage of products: tampons are a right, not a luxury!|https://thisunique.com/|2021|Seed|Founded by Women, HealthTech, Sustainability||Milan, Italy|1-10|active|750.0|||
Tixupharma|Tixupharma is an innovative drug and medical device company based in Milan, established in 2013 as academic spin-out and consolidated in 2019 to pioneer the regenerative medicine space by leveraging emerging strategy in traumatic and age-related diseases to activate untapped regenerative and immuno-shielding patterns. Our mission is to develop first-in-class such therapeutics to treat immunoaging and traumatic diseases by leveraging metabolic driving-forces.|https://www.tixupharma.com./|2021||HealthTech, BioTech||Milan, Italy|1-10|active||||
To Gift It|Siamo la prima piattaforma digitale in Italia che facilita la donazione di oggetti tra gli utenti, favorendo una comunità incentrata sulla condivisione.|https://www.togiftit.com/|2024||GreenTech, Marketplace||Milan, Italy|1-10|active||||
Tot|Our mission is to redefine the way companies manage their finances, by delivering a seamless, intuitive and collaborative, end-to-end financial management experience. Our goal is to help companies run their finances at the click of a button.|https://tot.money/|2020|Seed|SaaS, B2B, Founded by Women, FinTech||Milan, Italy|11-50|active||||
TreeBlock|TreeBlock sviluppa soluzioni digitali per la misurazione, la trasparenza e l’ottimizzazione delle performance ESG delle aziende. Attraverso un approccio data-driven, fornisce strumenti che aiutano le imprese a monitorare il proprio impatto ambientale, sociale e di governance, migliorando la compliance e la comunicazione della sostenibilità. L’azienda investe in continua ricerca & sviluppo con enti certificati, garantendo il lancio futuro di nuove tecnologie e guidando lo sviluppo della prima AI basata su criteri ESG.|https://www.treeblock.it/|2021|Pre-Seed|GreenTech, Founded by Women, Blockchain, Sustainability||Milan, Italy|11-50|active|500.0|||
True Tissue On Platform|TToP è una startup deep-tech italiana che opera nel settore delle biotecnologie avanzate, sviluppando piattaforme microfluidiche (organ-on-chip) che riproducono tessuti e organi umani in 3D, per applicazioni in farmacologia, tossicologia e medicina personalizzata.|ttoptechnologies.com|2022||HealthTech, BioTech, B2B, 3D||Milan, Italy|1-10|active||||
tt3a|TT3A is an innovative Italy-based MedTech startup pioneering the development of the world’s first structural heart device specifically designed for the endovascular treatment of ascending aortic aneurysms and dissections.|https://www.tt3a.com/|2022||HealthTech, BioTech||Milan, Italy|1-10|active||||
Tuduu|Siamo una startup innovativa che consente agli e-commerce dell'alimentare italiano di farsi conoscere e aumentare le vendite, sia nel nostro Paese che all'estero, in modo completamente nuovo.|https://tuduu.it/it|2022|Pre-Seed|FoodTech, Retail, Software||Milan, Italy|1-10|active||||
Tundr|⚡️Welfare Begins with We!|https://tundr.tech/|2022|Pre-Seed|Sustainability, HR||Milan, Italy|11-50|active||||
TwinPlay.ai|Benvenuti nel mondo TwinPlay.AI, qui sviluppiamo tecnologie sportive attraverso l’intelligenza artificiale.|https://twinplay.ai/|2022||Sport, AI||Milan, Italy|1-10|active||||
U-Ant|U-ANT is an IT platform based on Artificial Intelligence and Machine Learning technologies that develops solutions to contain the dissemination of pandemic events, such as Covid 19, and analyze DNA data at scale.|https://www.uant.eu/|2020||AI||Milan, Italy|1-10|active||||
UchiRent|Uchi Rent is an innovative startup dedicated to digitalizing the rental process for properties. Our platform streamlines the entire rental journey for both property owners and seekers, from virtual property tours to the finalization of lease agreements. Uchi Rent aims to be a comprehensive portal that supports users throughout all stages of the rental contract lifecycle, providing essential utility services for tenants and offering a management tool for landlords to remotely oversee all activities related to their properties.|https://uchirent.com/|2024||PropTech||Turin, Italy|1-10|active||||
Unexpected Italy|Welcome to Unexpected Italy, an innovative network of carefully selected boutique winemakers, olive farmers, craftsmen, local restaurants and incredible places to stay, all recommended by the locals and verified by the Unexpected Italy’s team to guarantee the highest standards in terms of Authenticity, Quality, Hospitality and Sustainability. Our purpose is to help local communities to take back control over their territories, their resources and their identities towards a more ethical, responsible and experiential kind of tourism.|http://www.unexpected-italy.com/|2022||Tourism, Founded by Women, Travel||Bari, Italy|1-10|active||||
Unipiazza|"Unipiazza è una Piattaforma Fedeltà che aiuta le attività commerciali locali a fidelizzare i clienti con l’Autopilota. In poche parole, rendiamo accessibili al ""bar sotto casa"" gli strumenti digitali avanzati tipicamente usati di supermercati o dalle catene."|https://unipiazza.it/|2018||Mobile, Marketing||Padova, Italy|1-10|active||||
Unobravo|Since 2019, we’re pioneering online mental health innovation across Europe, providing reliable and compassionate care. With over 7,000 psychologists and a dedicated team of 270, we've already supported more than 260,000 people. As Europe's fastest-growing mental health company, Unobravo expanded to Spain in 2023, offering multilingual support and setting our sights on global impact.|https://www.unobravo.com/|2018|Series A|HealthTech, Founded by Women||Naples, Italy|201-500|active||||
Up2You|Siamo una società benefit e B Corp certificata. Creiamo soluzioni personalizzate che rendono la sostenibilità un vantaggio competitivo per le aziende, accompagnandole in ogni step del loro percorso di sostenibilità.|https://www.u2y.io/|2019|Seed|B2B, GreenTech, Sustainability, SaaS||Milan, Italy|51-200|active||||
VAIA|VAIA, startup premiata da Forbes nel 2020 e inserita nella lista dei “100 giovani leader del futuro”, nasce come reazione imprenditoriale alla tempesta che nel 2018 ha messo in ginocchio le Dolomiti.|https://www.vaia.eu/|2019||GreenTech||Trento, Italy|1-10|active||||
Vedrai|Vedrai aiuta le aziende a raggiungere i loro obiettivi strategici fornendo risposte alle principali domande di business attraverso approfondimenti basati sui dati. Con WhAI, la piattaforma di Decision Intelligence di Vedrai, le aziende possono centralizzare e gestire l'intera strategia in un unico luogo. WhAI consente agli utenti di mappare gli obiettivi e le variabili, sia interne sia esterne all'azienda, che impattano su questi, di simulare l'impatto delle diverse strategie sugli obiettivi e di prendere decisioni informate e guidate dai dati per garantire il successo.|https://www.vedrai.com/it|2020|Series A|Machine Learning, AI, B2B, SaaS||Milan, Italy|51-200|active||||
Veult|We make fundraising and building ventures incredibly simple.|https://veult.ai/it|2025||SaaS, Software||Milan, Italy|1-10|active||||
Viceversa|Viceversa is a powerful growth platform that boosts businesses at the pace they want with equity-free investments and data-driven insights. This European fintech company aims to become the financial and operational partner for the next generation of digital businesses, to help them make better decisions.|https://goviceversa.com/|2020|Series A|FinTech||Milan, Italy|11-50|active||||
Viel Collection|VieL vuole creare un ecosistema nel mondo della moda in cui etica, inclusione e sostenibilità si fondano, dando vita ad un brand di bikini e capi di abbigliamento dalla vestibilità perfetta, in armonia con la natura, per tutti i corpi.|http://www.vielcollection.com/|2019||Sustainability, Founded by Women, FashionTech||Naples, Italy|1-10|active||||
Virtuosity Sustainability Exchange|Virtuosity è un progetto che unisce tecnologia, ambiente e persone. Attraverso la nostra app, tracciamo le azioni sostenibili quotidiane, certificandole grazie alla blockchain e a un ente terzo indipendente.|https://www.virtuosity.it/|2025||Sustainability||Milan, Italy|1-10|active||||
Vitesy|Siamo Vitesy, un produttore di dispositivi IoT che ti permettono di migliorare la tua vita quotidiana. Qui puoi essere sempre aggiornato sulla nostra azienda. E se vuoi entrare a far parte del nostro team non esitare a contattarci!|http://www.vitesy.com/|2016||IoT, GreenTech||Pordenone, Italy|11-50|active||||
Vocations|"VOCATIONS | The Sales Hack for Headhunters."|https://vocations.io/|2024|Pre-Seed|Software, HR||Milan, Italy|1-10|active|120.0|||
Voidless|Voidless' mission is to solve the problem of over-packaging in the logistics industry by developing, manufacturing and installing next-generation on-demand packaging machinery. We are committed to creating sustainable solutions that improve efficiency, reduce waste and enable a better customer experience.|https://www.voidless-packaging.com/|2022|Seed|Software, Sustainability||Milan, Italy|11-50|active||||
VOLTA Structural Energy|At VOLTA, we change the paradigm of energy storage by creating high-performing, multifunctional Structural Batteries. This innovation allows for mass and volume savings, increasing available energy, power, volume and range. VOLTA enables a transformation of energy storage standards, shifting from heavy and large battery packs to integrated structural solutions with the most advanced electrochemical technologies, ensuring safety, sustainability, and supply chain efficiency.|https://voltase.energy/|2020||GreenTech||Milan, Italy|1-10|active||||
Volumio|Volumio lets you play ALL of your music and audio sources, everywhere, via one central app, using a wide choice of hardware options.|http://volumio.com/|2019||Music, Software||Florence, Italy|1-10|active||||
Walliance|Walliance è una piattaforma digitale che unisce opportunità di investimento e di finanziamento nel settore immobiliare e nel settore delle energie rinnovabili, accessibili tramite vari strumenti finanziari, tra cui l’Equity, il Lending ed il Debt crowdfunding.|https://www.walliance.eu/|2016|Series B|FinTech, PropTech||Milan, Italy|11-50|active||||
WAMI - Water with a Mission|Ciao, siamo WAMI e sogniamo un pianeta in cui tutti abbiano un accesso sostenibile e equo all’acqua potabile.|http://wa-mi.org/|2016||GreenTech, Sustainability||Milan, Italy|1-10|active||||
Wayla|Wayla nasce per lanciare il primo servizio di van-pooling urbano in Italia.|https://www.wayla.it/|2023|Pre-Seed|Sustainability, B2C, Mobility||Milan, Italy|1-10|active|900.0|||
Welyk|Assumi la persona giusta, non solo una persona Dimentica annunci, ricerca, selezione e colloqui tecnici. Tu ci racconti chi stai cercando e noi lavoriamo per te, con una innovativa formula di Recruiting as a service in sottoscrizione mensile o annuale.|https://www.welyk.tech/|2024||AI||Rome, Italy|11-50|active||||
Weply|Weply is the smartest way to buy and sell quality secondhand outdoor and sports gear. It is a digital platform designed to make it easy for athletes to trade in gear they no longer use, and for retailers and brands to sell unsold items or last sizes. In this way, we are building a new circular model that reduces the amount of gear that ends up in landfills and makes quality sports more accessible and sustainable. We are reshaping the way you sport, one gear purchase at a time.|https://www.weply.it/|2023|Pre-Seed|Marketplace, Community, B2C, Sport||Milan, Italy|1-10|active|75.0|||
WeRoad|WeRoad è una community di viaggiatori on the road che nasce dalla volontà di aggregare persone accomunate dalla voglia di viaggiare in piccoli gruppi, omogenei per età e preferenze di viaggio alla scoperta di Paesi e culture lontane. Ci piace l'avventura, il divertimento, vivere la cultura del posto e amiamo gli alloggi tipici e i cibi locali. Crediamo nella condivisione delle esperienze: il nostro obiettivo è tanto il viaggio, quanto il creare amicizie che durino nel tempo. Sappiamo che per motivi di budget o di ferie mettersi d’accordo con gli amici è sempre più difficile, per questo con WeRoad puoi partire anche da solo e quando vuoi! Tu scegli la destinazione, il periodo di viaggio ed il mood che più fa per te tra: relax, divertimento, cultura o natura ed alla compagnia ci pensiamo noi! Ogni turno è guidato da un coordinatore che ti accompagnerà per tutto il tempo così non dovrai pensare a niente se non a divertirti!|https://www.weroad.com/|2016|Series B|Founded by Women, Travel, Tourism||Milan, Italy|51-200|active||||
WhiteNest Pharma|Il distretto bio-medicale della Valtellina nasce negli anni 70 come protagonista dello sviluppo del settore infusionale italiano. Nel 1980, la Pierrel Hospital fonda l’attuale sito produttivo di Lovero (So) specializzato nella produzione di materiali di grado medicale per la fabbricazione di tubolari, tubi e sacche per applicazione ospedaliera.|http://bionestusergroup.com/|2021||HealthTech||Sondrio, Italy|1-10|active||||
WiBioCard|WiBioCard specializes in advanced smart card technology with integrated biometric fingerprint recognition.|https://www.wibiocard.com/|2021||B2B||Milan, Italy|11-50|active||||
Wibo|Wibo is a transformative learning solution in which managers and talents can learn power skills in live classes taught by the very best Executives and founders from Fortune 500 and other leading companies.|https://www.wibo.app/|2019|Pre-Seed|EdTech||Turin, Italy|1-10|active|120.0|||
WODVision|WODVision is the video analysis app built for CrossFit athletes who train solo but still want to improve like pros, and for those who want to push their limits, even if they have a coach. Upload your workout video and get instant, phase-by-phase feedback on your form — with visual cues, tips, angles, and performance breakdowns.|https://www.wodvision.app/#hero|2025||AI, Sport||Milan, Italy|1-10|active||||
WSENSE|WSENSE is a spin-off of Sapienza University of Rome, with a strong and experienced R&D team specialized in monitoring and communication systems with pioneering patented solutions in the Internet of Underwater Things (IoUT).|http://www.wsense.it/|2012||Founded by Women, IoT||Rome, Italy|11-50|active||||
Wyblo|Se fai formazione, ti serve Wyblo!|https://www.wyblo.com/|2020|Pre-Seed|EdTech||Cuneo, Italy|1-10|active|305.625|||
Young Platform|Young Platform is a FinTech startup based in Turin that aims to become a smart digital bank natively focused on new digital services. Our mission is to make the world of digital assets accessible to all. We want to help make the cryptocurrency industry fairer and more meaningful for everyone. That’s why our exchanges allow you to start buying and selling cryptocurrencies at your own pace and habits. In fact, through its products, Young Platform offers all the tools to freely manage digital assets: from an app to learn everything about crypto, to an intuitive platform to buy the first cryptocurrency, up to indicators and APIs for traders and professionals.|https://youngplatform.com/|2017|Series A|Blockchain, Crypto, FinTech||Turin, Italy|51-200|active||||
Yuno AI|YunoAI is on a mission to revolutionize Deal sourcing. Our platform combines structured and unstructured data together with proprietary predictive algorithms to provide you with the best insights on privately held companies open to M&A activities.|https://www.yunoai.io/|2023||AI, Software||Milan, Italy|1-10|active||||
Zefi.ai|Zefi is a customer insights platform. We empower companies to uncover valuable hidden patterns within their qualitative customer interactions, such as emails, call transcripts, surveys, chats, reviews, and more. By transforming these insights into actionable strategies, we accelerate growth and enhance the overall customer experience.|https://www.zefi.ai/|2022|Pre-Seed|Machine Learning, SaaS, Founded by Women, AI||Milan, Italy|1-10|active||||
Zero Impack|Zero Impack provides a reusable packaging service designed to eliminate single-use packaging waste in food delivery, catering events, and take-away.|https://www.zeroimpack.com/|2021||FoodTech, Founded by Women, Sustainability||Milan, Italy|1-10|active||||
Zeromy|La nostra piattaforma Saas aiuta impiantisti, venditori e imprenditori del settore del fotovoltaico e climatizzazione a selezionare, aumentare e fidelizzare i clienti residenziali, grazie a preventivi affidabili e facili da comprendere per l'utente finale.|https://www.zeromy.it/|2023|Bootstrapped|SaaS, GreenTech||Cerreto Guidi, Italy|1-10|active||||
Zerow|The innovative solution for sustainable management of excess in the fashion industry. We are revolutionizing the sale of surplus materials and machinery through our B2B platform, helping to reduce waste and promote the circular economy. Join our journey for a #zerowaste fashion!|https://www.zerow.it/|2022|Seed|FashionTech, Sustainability, Marketplace||Scandicci, Italy|11-50|active|400.0|||
Ziflo|Ziflo dramatically reduces customs clearance time, risk of shipping delays and costs while making entering international markets more accessible and less expensive for manufacturing & wholesale SMEs.|https://www.ziflo.io/|2024||Founded by Women, AI, Software||Turin, Italy|1-10|active||||
zornade|85M+ particelle. 45+ livelli di arricchimento. Zero complessità di integrazione. Accedi all'intelligence territoriale più completa d'Italia attraverso una singola API. Dal rischio di alluvioni alla demografia, dall'elevazione all'economia - dati pronti per l'uso che alimentano decisioni sicure.|https://zornade.com/|2020||AI||Milan, Italy|1-10|active||||
